text,actual,predicted,probability_not_disaster,probability_disaster,clean_text,correct
😂 I wouldn’t fancy my chances I’d be leaving on a stretcher,0,0,0.9144719777976164,0.08552802220238362,wouldnt fancy chances id leaving stretcher,True
SNOWSTORM!!! ❄️🥶,0,0,0.8263864248936775,0.1736135751063225,snowstorm,True
"Energetic and Comedic Redhead Teen, just seen on #Casualty Playing age 12-15, Northern and American Accents, worked wi…",0,0,0.8487456211582676,0.15125437884173248,energetic comedic redhead teen seen casualty playing age northern american accents worked wi,True
"okay so minhos falsetto in levanter, and now they are making it english as if we are supposed to survive https://t.co/iw26J7o…",0,0,0.9490025523488537,0.050997447651146284,okay minhos falsetto levanter making english supposed survive,True
Why are you holding me hostage? (She asks confused),0,0,0.9145364436781821,0.08546355632181794,holding hostage asks confused,True
The latest #Bloodshot trailer has Vin Diesel rebelling from an army of super soldiers (via ) https://t.co/aU…,0,0,0.6961126627849499,0.3038873372150502,latest bloodshot trailer vin diesel rebelling army super soldiers via,True
"Yup, Mayon Volcano is on Alert Level 2 but it has been that way since October 2019. Stop spreading panic, you’re not helpi…",0,0,0.7610661051351921,0.23893389486480784,yup mayon volcano alert level way since october stop spreading panic youre helpi,True
WOW! I grew up in Ft. Lauderdale and the only time we saw anything like that was when a hurricane hit...,0,0,0.9014025834110455,0.09859741658895448,wow grew ft lauderdale time saw anything like hurricane hit,True
Taal volcano news – live: Hundreds of thousands urged to flee possible eruption as 'intense seismic activity' rocks Philippi…,1,1,0.2686236321624388,0.7313763678375612,taal volcano news live hundreds thousands urged flee possible eruption intense seismic activity rocks philippi,True
The US would obliterate Iran if it defended itself against an Israeli assault. The Iranian counteratta… https://t.co/tzvHX0Av1G,1,0,0.7229927842309534,0.2770072157690466,us would obliterate iran defended israeli assault iranian counteratta,False
Must hear speech by on how much the Hindu refugees of BD gave up 2 continue with their religion of birth.He tal…,0,0,0.8140138430785526,0.18598615692144735,must hear speech much hindu refugees bd gave continue religion birthhe tal,True
Chris Sutton names the Chelsea star who could benefit from Harry Kane's injury blow https://t.co/bGiVMvNtvY https://t.co/0EbRzegvz2,1,0,0.7404107558232385,0.2595892441767616,chris sutton names chelsea star could benefit harry kanes injury blow,False
"The famine is over, fenians, why don't you go home 😤😤😤 https://t.co/RT8AGvT8TQ",0,0,0.9327151640426945,0.06728483595730546,famine fenians dont go home,True
SEVERE WEATHER OUTLOOK rest of the night Get Radar maps at https://t.co/CzaAX16Vwa #wx #news #weather #hail #winds…,1,0,0.648550973594364,0.35144902640563597,severe weather outlook rest night get radar maps wx news weather hail winds,False
"Year six have begun their new topic of 'Sinking Ships', linking to that topic we had a visit from the RNLI. The chi… https://t.co/2nfdj2hOoB",0,0,0.7620880877737211,0.2379119122262789,year six begun new topic sinking ships linking topic visit rnli chi,True
"AMEN! Set the whole system ablaze, man. https://t.co/J08xHDcGbD",0,0,0.541886257518257,0.458113742481743,amen set whole system ablaze man,True
"LEGALLY a trial shouldnt happen but from a POLITICAL standpoint, it HAS TO HAPPEN! can OBLITERA… https://t.co/ea98mJ1cVT",0,0,0.8739232331594664,0.12607676684053357,legally trial shouldnt happen political standpoint happen oblitera,True
"This would be hilarious if it weren’t so tragic. We got played! Taking back control, I don’t think so. Austerity is… https://t.co/cBJhML9WpZ",0,0,0.9452823928073866,0.05471760719261345,would hilarious werent tragic got played taking back control dont think austerity,True
government should also provide a evacuation center for animals🙂 https://t.co/WdyItxjBCW,0,0,0.8270761093132899,0.17292389068671007,government also provide evacuation center animals,True
2020 might be worse than 2019. • WW3 threats. • Taal Volcano explosion after how many years. • Australia fire. • Indonesi…,0,1,0.4390581089794201,0.5609418910205799,might worse ww threats taal volcano explosion many years australia fire indonesi,False
I’ve been seeing posts about Taal Volcano eruption but this one caught my attention. CAN THESE PEOPLE BE GIVEN BETTER…,0,0,0.6383898914897972,0.36161010851020275,ive seeing posts taal volcano eruption one caught attention people given better,True
"Cameras, which are illegal. In the Astros’ case, they stole signs from the catcher and sent the live vid… https://t.co/npIiKSA61C",0,0,0.9120404676693477,0.08795953233065237,cameras illegal astros case stole signs catcher sent live vid,True
The Opinion Poll It is stomach-churning Progressives dread rises as Warren and Sanders collide… https://t.co/Q2ibr7aomm,0,0,0.914592868417635,0.085407131582365,opinion poll stomachchurning progressives dread rises warren sanders collide,True
"Yep, not just in bushfire prone areas either https://t.co/K4lbCFavdY",0,0,0.8567172943261967,0.14328270567380333,yep bushfire prone areas either,True
"No surprise here from the party that created the KKK, devised Black infanticide thro… https://t.co/lAH0HDcRSr",0,0,0.9317060692441838,0.06829393075581626,surprise party created kkk devised black infanticide thro,True
"1. Being in the area of an active shooter, bombing or any kind of terror 2. Receiving news that a family memb…",1,0,0.7254555409300213,0.2745444590699787,area active shooter bombing kind terror receiving news family memb,False
*collide I just realized I cant write for shit :^),0,0,0.948114407121361,0.05188559287863902,collide realized cant write shit,True
Doing great at a younger age isn’t common. I wish you a much greater years ahead bro. Stay focused and cre…,0,0,0.9188601826668056,0.08113981733319438,great younger age isnt common wish much greater years ahead bro stay focused cre,True
"NWSSPC: #SPC Jan 13, 2020 1630Z Thunderstorm Outlook https://t.co/XKvUhxyfTl",1,1,0.4083550458055908,0.5916449541944092,nwsspc spc jan z thunderstorm outlook,True
ISIS strap suicide vests to PUPPIES in horror footage of sick front line bomb tactic https://t.co/s5Twq650tV,0,0,0.9104682276848013,0.08953177231519875,isis strap suicide vests puppies horror footage sick front line bomb tactic,True
Hindu Vahini Karyakarta house is Burnt &amp; attacked by MIM goondas in Bhansia should arrest…,1,0,0.7914186124614322,0.2085813875385678,hindu vahini karyakarta house burnt amp attacked mim goondas bhansia arrest,False
"OMG THEY ALWAYS DO THAT! they ask you to speak with them and then they aren’t there, it only makes it so… https://t.co/FLrf358r1N",0,0,0.9637581485540254,0.03624185144597463,omg always ask speak arent makes,True
This might be one of the worst takes I've seen regarding the fire smoke issue made worse with the article implying… https://t.co/XivHz3j0or,0,0,0.8651523036888861,0.13484769631111396,might one worst takes ive seen regarding fire smoke issue made worse article implying,True
“The country’s go-slow approach to international climate negotiations also looks increasingly like… https://t.co/q3DktrPYCb,0,0,0.9428352941866823,0.05716470581331768,countrys goslow approach international climate negotiations also looks increasingly like,True
Blizzard is pushing World of Warcraft into the future with Visions of N'Zoth update | VentureBeat… https://t.co/4UYCYNHdgc,0,0,0.8767883842357383,0.12321161576426162,blizzard pushing world warcraft future visions nzoth update venturebeat,True
"Bernie has been using fear &amp; toxic drama this whole time. Screw Bernie‘s BS, hes trying to… https://t.co/sgEosrUSXB",0,0,0.951730077950674,0.048269922049326015,bernie using fear amp toxic drama whole time screw bernies bs hes trying,True
call me a bad feminist but i would rather be given away with a dowry and spend the rest of my life scrubbing my husband’s f…,0,0,0.9395770800858281,0.060422919914171876,call bad feminist would rather given away dowry spend rest life scrubbing husbands f,True
"Urgent! GARN are devastated to learn that a deportation order has been issued against one of our members, Theo Ndlovu, a…",0,0,0.8792705867932554,0.12072941320674459,urgent garn devastated learn deportation order issued one members theo ndlovu,True
"I think the biggest things that suck about being single is the fact that my biggest fear in life is being alone, an… https://t.co/xnz6Z19gC8",0,0,0.9631861707755232,0.036813829224476895,think biggest things suck single fact biggest fear life alone,True
"#OTD in 1986: Thierry Sabine, founder of the Paris-Dakar Rally, dies on a helicopter crash while taking part in the organi…",1,0,0.7305183493926921,0.2694816506073079,otd thierry sabine founder parisdakar rally dies helicopter crash taking part organi,False
There is a reason why Trump loves the poorly educated. Only they would believe he actually saved pre-existing conditio…,0,0,0.944247167790259,0.05575283220974101,reason trump loves poorly educated would believe actually saved preexisting conditio,True
"#Totalán: One year on, uncertainty still hangs over #JulenRoselló tragedy in Spain https://t.co/BcmUaxZjPO",0,0,0.8885353373549498,0.11146466264505019,totaln one year uncertainty still hangs julenrosell tragedy spain,True
They get a bit violent that lot when we beat them 🤷‍♂️,0,0,0.9222435758801837,0.0777564241198163,get bit violent lot beat,True
Government set to revise total number of hectares destroyed during bushfire season to 17 million after millions of hectar…,1,0,0.7678618347812517,0.23213816521874828,government set revise total number hectares destroyed bushfire season million millions hectar,False
"‘the education profession does not take kindly to reckless or eccentric political leaders who, for all their claimed preocc…",0,0,0.8916036248701509,0.10839637512984912,education profession take kindly reckless eccentric political leaders claimed preocc,True
There is no greater harm than that of time wasted.,0,0,0.9132870736569272,0.08671292634307286,greater harm time wasted,True
OPEC Says climate activists were perhaps the greatest threat to our industry going forward. I say the fossil fuel industr…,0,0,0.8860606214015243,0.11393937859847565,opec says climate activists perhaps greatest threat industry going forward say fossil fuel industr,True
"If economic growth is stagnating at below 5% level, and inflation is running up to 7.3%, we have the exact definition of…",0,0,0.8769180263401641,0.1230819736598359,economic growth stagnating level inflation running exact definition,True
Its not only the animals who ate in danger of becoming extinct Please share the hell out of this message… https://t.co/9EpMIa1IVB,0,0,0.9031027864682484,0.09689721353175157,animals ate danger becoming extinct please share hell message,True
Facebook’s Displacement Maps track daily movements of populations displaced by natural disasters https://t.co/lJkm4YSOrF,0,0,0.869834355326277,0.13016564467372307,facebooks displacement maps track daily movements populations displaced natural disasters,True
An opportunity to replace honey on supermarket shelves with a sandwich spread based on powdered coal.…,0,0,0.941653050501263,0.058346949498737,opportunity replace honey supermarket shelves sandwich spread based powdered coal,True
#RRE is undervalued by at least £15 currently. Even if the company was sat at £36 I'd still be holding as I believe the next…,0,0,0.8596221108784614,0.14037788912153856,rre undervalued least currently even company sat id still holding believe next,True
Hazardous eruption a possibility after Philippines volcano erupts https://t.co/o9qtzfwe5D,1,1,0.2732915013079802,0.7267084986920198,hazardous eruption possibility philippines volcano erupts,True
D destruction caused by Muslims in West Bengal to oppose CAA is more harmful in India than BJP troll… https://t.co/LlFMCoS7z9,0,0,0.7788054160268739,0.22119458397312608,destruction caused muslims west bengal oppose caa harmful india bjp troll,True
Army IDs Two Paratroopers Killed by Roadside Bomb in Afghanistan | https://t.co/eug1zOy1lJ https://t.co/lujCwMUtcD,1,1,0.4363980543741326,0.5636019456258674,army ids two paratroopers killed roadside bomb afghanistan,True
"Millions more Brits, and the wider world, are looking on with incredulity at this monumentally incons… https://t.co/R9FYHtkv4j",0,0,0.9037170190501087,0.09628298094989135,millions brits wider world looking incredulity monumentally incons,True
"[USER CONTENT] BTS's V shows concern for FIlipino fans over Taal volcano eruption, sends heartfelt prayers https://t.co/D6iNjp…",0,0,0.6588498014260002,0.3411501985739997,user content btss v shows concern filipino fans taal volcano eruption sends heartfelt prayers,True
I’m just trying to understand a stranger... but you admit that your purpose h… https://t.co/nCmA1An3c0,0,0,0.9335993172085684,0.06640068279143169,im trying understand stranger admit purpose h,True
"Yeah, I figured the animals ran into the wombat burrows in front of the wombats who were heading in the s… https://t.co/fPC82ColbM",0,0,0.8722880830930478,0.1277119169069522,yeah figured animals ran wombat burrows front wombats heading,True
Inbefore xenobota cause the apocalypse https://t.co/fkHuQeIoxS,0,0,0.8141627480837622,0.18583725191623782,inbefore xenobota cause apocalypse,True
"Thousands in #PuertoRico still don't have permanent shelter after a 6.4 magnitude #earthquake, the strongest earthquake i…",1,0,0.535304597258933,0.4646954027410671,thousands puertorico still dont permanent shelter magnitude earthquake strongest earthquake,False
"#sapsKZN Yesterday, DBN #SAPS #SAR along with various role players responded to an accident on the M13 East bound a… https://t.co/d2Bin2GI0a",1,0,0.71013997411425,0.28986002588575005,sapskzn yesterday dbn saps sar along various role players responded accident east bound,False
PUBG: Provide Unmitigated Blizzard Goop,0,0,0.8994116983353585,0.10058830166464153,pubg provide unmitigated blizzard goop,True
Investors fear $1 billion valuation could haunt Casper #IPO - New York Post https://t.co/lkyNlxV5N5 https://t.co/wW4K7kb9yy,0,0,0.8793058033204153,0.12069419667958471,investors fear billion valuation could haunt casper ipo new york post,True
where is those by9ers who plead for justice and kept on screaming justice for months? justice??? really???,0,0,0.8458174698495193,0.1541825301504807,byers plead justice kept screaming justice months justice really,True
pretty girls &amp;bad Girls need guys like me who overstand they R people 2 because many a trick has b… https://t.co/nYwL6CXwp6,0,0,0.9264644138971505,0.07353558610284949,pretty girls ampbad girls need guys like overstand r people many trick b,True
"Thereby answering the question what 73,208 screaming Deplorables sound like. 💥 👊🏼",0,0,0.9736311740401997,0.026368825959800248,thereby answering question screaming deplorables sound like,True
If he drowned it would be the normal bull shit. Was a great bloke would never hurt anyone.… https://t.co/5IkofUfCkR,0,0,0.9762602072093944,0.02373979279060556,drowned would normal bull shit great bloke would never hurt anyone,True
Zero chance of any of those candidates winning the next election. The deluded hard left will… https://t.co/Xnurp3Teng,0,0,0.8803407926257073,0.1196592073742927,zero chance candidates winning next election deluded hard left,True
⚠️Heartbreaking video of Iranian Canadian who lost his wife in the shooting of the Ukrainian plane in Iran (#PS572) He s…,1,1,0.3321711903785164,0.6678288096214836,heartbreaking video iranian canadian lost wife shooting ukrainian plane iran ps,True
"We're deeply saddened witnessing the devastation to the people, wildlife and landscapes of Australia, so on #AustraliaDay…",1,0,0.5393137714198042,0.46068622858019576,deeply saddened witnessing devastation people wildlife landscapes australia australiaday,False
I can’t stop panicking about today 😫,0,0,0.9391108310307311,0.06088916896926888,cant stop panicking today,True
The Holy Land was barren and desolate.. Jews legally purchased land from absentee landowners living in Arab capitals.…,0,0,0.9087096317746838,0.09129036822531622,holy land barren desolate jews legally purchased land absentee landowners living arab capitals,True
"Scum bag robbed my bike today. It's how I get to and from work! Bit of a long shot I know, but, if you know or have seen t…",1,0,0.7691853053928142,0.23081469460718582,scum bag robbed bike today get work bit long shot know know seen,False
?? the only supplement i'm supposed to take is iron and i haven't needed it since i went… https://t.co/qIBWDuVqow,0,0,0.8394234428611171,0.16057655713888286,supplement im supposed take iron havent needed since went,True
"Stretch tax deadline or Flybe will shut down, airline tells government https://t.co/Y4a7Q1nguf",0,0,0.9187555350020629,0.08124446499793718,stretch tax deadline flybe shut airline tells government,True
"Tomosynthesis gives images from diff angles but involves radiation says Dr Anjali Agrawal, society for emergency radiology",0,0,0.8964900350036397,0.10350996499636034,tomosynthesis gives images diff angles involves radiation says dr anjali agrawal society emergency radiology,True
Yes it wld seem these little kids were being held against thier will &amp; forced 2 have stories read 2 by drag queens… https://t.co/u9K2GEb0tT,0,0,0.9193903457203166,0.08060965427968332,yes wld seem little kids held thier amp forced stories read drag queens,True
"Western Islamist hypocrites exploiting the #RegressiveLeft’s narcissism, to portray a bad yet democratically elected Presi…",0,0,0.8709774183239196,0.12902258167608038,western islamist hypocrites exploiting regressivelefts narcissism portray bad yet democratically elected presi,True
An emergency eyewash station is an otherwise simple device that can protect workers against chemical-related eye in… https://t.co/jEr2WZbuDm,0,0,0.8085187874231115,0.1914812125768885,emergency eyewash station otherwise simple device protect workers chemicalrelated eye,True
GOT YOUR GIRL ON PANIC https://t.co/CivS2qywzI,0,0,0.9116848620426391,0.08831513795736089,got girl panic,True
So this boomer told my cousin and I to shut up and we purposely screamed louder that they ended up leaving ☕️ it’s a concer…,0,0,0.9072661044290353,0.0927338955709647,boomer told cousin shut purposely screamed louder ended leaving concer,True
Eden Hazard distracting the Iranian army https://t.co/Z8Gqq6Pp4C,0,0,0.7499726747330013,0.2500273252669986,eden hazard distracting iranian army,True
Australian guy has been helping koalas after the bush fires https://t.co/ceAr6A6HGO,1,0,0.7102713153782958,0.28972868462170426,australian guy helping koalas bush fires,False
Warm greetings to all on the occasion of #Lohri. As winter passes by may everyone's woes and troubles be set ablaze in t…,0,0,0.7656429189257488,0.23435708107425118,warm greetings occasion lohri winter passes may everyones woes troubles set ablaze,True
I love paying for parking and not having a space. This apartment complex is a blight.,0,0,0.8840995014792133,0.11590049852078668,love paying parking space apartment complex blight,True
The two airmen who were found dead in a base dormitory room at Spangdahlem Air Base Thursday were both airmen first cl…,1,1,0.47997058247578306,0.5200294175242169,two airmen found dead base dormitory room spangdahlem air base thursday airmen first cl,True
Rockall 24hr Forecast at 0600 Southerly veering westerly or southwesterly severe gale 9 to violent storm 11. High or ver…,1,0,0.6821432314892786,0.3178567685107215,rockall hr forecast southerly veering westerly southwesterly severe gale violent storm high ver,False
Charo and Daniel are teaming up for a movie about the aftermath of Typhoon Yolanda. SEE HERE: https://t.co/cadGqv5Bwr,0,0,0.8887225715796372,0.11127742842036281,charo daniel teaming movie aftermath typhoon yolanda see,True
"next to nothing for smoke, soz.",0,0,0.8786723694989231,0.12132763050107685,next nothing smoke soz,True
Is that wisdom when no foreign and local investor wants to own a sinking Turkish Lira? How FDI did after that cut?,0,0,0.8304662785826696,0.16953372141733036,wisdom foreign local investor wants sinking turkish lira fdi cut,True
You need to be quarantined,0,0,0.8337864485079924,0.16621355149200753,need quarantined,True
I just went from passively tolerating Elizabeth Warren to actively hating her. I know I'm not the only one. Liz just m…,0,0,0.9207971541149476,0.07920284588505248,went passively tolerating elizabeth warren actively hating know im one liz,True
Grow up...he’s just chatting to leader of the free world...what harm is that?,0,0,0.9312478596032634,0.06875214039673658,grow uphes chatting leader free worldwhat harm,True
4/5. We need EVIDENCE that #refouled refugees haven’t been locked up &amp; have #acce…,0,0,0.9208040362384283,0.07919596376157163,need evidence refouled refugees havent locked amp acce,True
"And as predictable as a mudslide, here come all the articles and whispers and intimations that Sanders and Warren a… https://t.co/zVJtIsyUrK",0,0,0.9587298908803719,0.041270109119628175,predictable mudslide come articles whispers intimations sanders warren,True
Israel will cause a Dust Storm in the Middle East. WW3 will be started between USA &amp; Israe… https://t.co/5aSKbol8rQ,0,0,0.8154069706455558,0.1845930293544442,israel cause dust storm middle east ww started usa amp israe,True
The same main causes of #globalheating - the burning of #fossilfuels and #deforestation - are harming our health in multiple wa…,0,0,0.8547207129073423,0.14527928709265767,main causes globalheating burning fossilfuels deforestation harming health multiple wa,True
"Even news sites are being loud about it, WE DIDN'T MEANT TO, WE👏ARE👏SORRY!! https://t.co/P6v6pUuWwW https://t.co/FxdudlPkVe",0,0,0.8782500282651676,0.12174997173483233,even news sites loud didnt meant wearesorry,True
". keeps walking away from startups : , : https://t.co/Spk97SgV7L #Time #Energy #Goodwill #Ho…",0,0,0.9335370718936001,0.06646292810639982,keeps walking away startups time energy goodwill ho,True
Trump has brought many hostages home but of course CNN chooses to tell this story.,0,0,0.9208047660393172,0.07919523396068287,trump brought many hostages home course cnn chooses tell story,True
"Julia Gillard first proposed a carbon tax in 2011 and Tony Abbott fought it bitterly and viciously, from that moment and…",0,0,0.903390728356088,0.09660927164391196,julia gillard first proposed carbon tax tony abbott fought bitterly viciously moment,True
You been to Samoa? Its a 3rd world country. They don’t have toilets! How many measles deaths in Aus… https://t.co/t5XKQFA9KG,0,0,0.934481733917272,0.06551826608272798,samoa rd world country dont toilets many measles deaths aus,True
Butterfree was discovered gamboling behind the ominous nuclear reactor.,0,0,0.6988014345242212,0.30119856547577883,butterfree discovered gamboling behind ominous nuclear reactor,True
"Enormous exploding sinkhole in China swallows bus, killing 6 - CNN https://t.co/7fofvjOyRi",1,1,0.25025919029704835,0.7497408097029516,enormous exploding sinkhole china swallows bus killing cnn,True
"lee jeno, devastation to mankind https://t.co/bq4ErFm1o5",0,0,0.8515187251127749,0.1484812748872251,lee jeno devastation mankind,True
A MAN HAS FALLEN INTO THE RIVER IN LEGO CITY START THE RESCUE HELICOPTER HEY! BUILD THE HELICOPTE… https://t.co/N7HRtvsPcD,0,0,0.8462844559439527,0.1537155440560473,man fallen river lego city start rescue helicopter hey build helicopte,True
hachi-san88: Leon and Claire. They fight bioterrorism and have busy days. That’s why they value the time they spend… https://t.co/hcjq3VatR2,0,0,0.9132084572617216,0.08679154273827841,hachisan leon claire fight bioterrorism busy days thats value time spend,True
her nod as someone asked did she enjoy bali i’m devastated https://t.co/ySislIlpXL,0,0,0.9256394770126494,0.07436052298735064,nod someone asked enjoy bali im devastated,True
Naiyak ako huhu. Thank You sa mga rescuers. 😭 💚 https://t.co/lcld66Zaox,0,0,0.9164648290775743,0.08353517092242566,naiyak ako huhu thank sa mga rescuers,True
NOOOO THE SCRATCH IS FATAL-,0,0,0.7830712951341386,0.21692870486586133,noooo scratch fatal,True
"Thank You Yogi ji? Like Seriously? Kis Baat ka Thank You? Thank You for All The Riots, Mass Murder of Muslims and Dalit…",0,0,0.9107128925297191,0.08928710747028087,thank yogi ji like seriously kis baat ka thank thank riots mass murder muslims dalit,True
"Last season, Aurier started just 6 Premier League games. The two primary factors at play here was Pochettino favouring Trippier…",0,0,0.859353477634125,0.14064652236587508,last season aurier started premier league games two primary factors play pochettino favouring trippier,True
whoah that actually a great idea and I rly wanna see how crazy players might be creating som… https://t.co/LHKd7MiYxx,0,0,0.9290839848216433,0.07091601517835666,whoah actually great idea rly wanna see crazy players might creating som,True
You keep on looking for love..that was just a quick detour!! 🚶,0,0,0.9041576929655272,0.09584230703447279,keep looking lovethat quick detour,True
Persona? More like... PERJONAH! #dead #jonahbot,0,0,0.8969380343571922,0.10306196564280776,persona like perjonah dead jonahbot,True
Drove through the middle of a substantial sand tornado in Afghanistan. Obviously not enough to lift… https://t.co/tw8Zw2UVXN,1,0,0.7919471878743642,0.2080528121256357,drove middle substantial sand tornado afghanistan obviously enough lift,False
"The moment Naira Marley screamed “Marlians On Reminisce Instagram” Sarz should have ended the track there, the remaining vers…",0,0,0.9067243516001571,0.09327564839984297,moment naira marley screamed marlians reminisce instagram sarz ended track remaining vers,True
Girls: omg I’m appalled after seeing the condition of these animals after the Australian wildfire oh god plz save them…,1,0,0.8874345213822052,0.11256547861779476,girls omg im appalled seeing condition animals australian wildfire oh god plz save,False
We're preparing for Storm Brendan and a forecast of high winds across the South East and East of England. Check our… https://t.co/y2yMJEjsUn,1,1,0.3744296843448096,0.6255703156551904,preparing storm brendan forecast high winds across south east east england check,True
"If two cars of equal mass, both travelling at 50mph, collide head on, the effect is the same as one car driving into an immovabl…",0,0,0.6351051127730094,0.36489488722699065,two cars equal mass travelling mph collide head effect one car driving immovabl,True
Bye cus you was supposed to help me bitch you let me drown,0,0,0.9423424124491666,0.05765758755083338,bye cus supposed help bitch let drown,True
Yoiii My heart is obliterated with the uWu and the feels,0,0,0.9705415793562414,0.029458420643758563,yoiii heart obliterated uwu feels,True
3 children die in separate KZN drowning incidents https://t.co/Ha1PoOcgAv | https://t.co/uX2dUraIu1,1,0,0.8934943816245128,0.1065056183754872,children die separate kzn drowning incidents,False
"A volcano near the Philippine capital is spewing lava, ash and steam and trembling constantly on the third day of a… https://t.co/hgnO5eP24K",1,1,0.4799890286073081,0.5200109713926919,volcano near philippine capital spewing lava ash steam trembling constantly third day,True
Volunteers from Manila District Fire and Rescue saved not just residents but also dogs in Agoncillo town in Batangas.…,1,0,0.6131279727652905,0.38687202723470954,volunteers manila district fire rescue saved residents also dogs agoncillo town batangas,False
"#busking #Cambridge on Sunday, #TrinityStreet site of demolished Church #AllSaintsPassage https://t.co/10H5yPYvzq",0,0,0.7872349502143988,0.21276504978560118,busking cambridge sunday trinitystreet site demolished church allsaintspassage,True
+++SIMULATED NUCLEAR ATTACK+++ Attacker: India Weapon: Agni-IV(1x40 kt) Target: Cherlak CALCULATED FATALITIES: 1076 https://t.co/Giu9OqmsbJ,0,0,0.8066147283452452,0.19338527165475483,simulated nuclear attack attacker india weapon agniivx kt target cherlak calculated fatalities,True
Still waiting for story on terrorist Davinder Singh. Itna sannata kyun hai chacha and chachi…,0,0,0.914979170259884,0.085020829740116,still waiting story terrorist davinder singh itna sannata kyun hai chacha chachi,True
"President Muhammadu Buhari has expressed deep sadness over the gas explosion which led to the death of the Chairman, Nigeria…",1,0,0.7552603757162749,0.24473962428372512,president muhammadu buhari expressed deep sadness gas explosion led death chairman nigeria,False
"Proud day for the Limerick parish seeing this record get released, album of the year contender and it's only January....th…",0,0,0.9330422408618363,0.06695775913816367,proud day limerick parish seeing record get released album year contender januaryth,True
I just finished this and hahaha I kinda like it lol medj odd yung humor pero I liked the bioterrorism center of the… https://t.co/z0k4p6SZjB,0,0,0.9397764167701705,0.06022358322982948,finished hahaha kinda like lol medj odd yung humor pero liked bioterrorism center,True
You think bombing and assassinating people is freedom?,0,0,0.9195353884545053,0.08046461154549463,think bombing assassinating people freedom,True
Ok I just beat the Blazing Bull in Sekiro and all I could think of was Raging Bull,0,0,0.9241812006259217,0.07581879937407834,ok beat blazing bull sekiro could think raging bull,True
We read the word of God is alive&amp;active but never in my wildest imagination that I believe it to be… https://t.co/FiVheEFffP,0,0,0.960768226532061,0.03923177346793907,read word god aliveampactive never wildest imagination believe,True
"A casualty of the fires. Burning at times at a speed of up to 3kms a second, many wildlife didn’t stand a chance. With dead…",0,0,0.6858143858038075,0.31418561419619256,casualty fires burning times speed kms second many wildlife didnt stand chance dead,True
"Mexican Border: Portal For Swine Flu, TB, Bioterror https://t.co/Elw0ScwnSr via",0,0,0.6166409500962224,0.3833590499037775,mexican border portal swine flu tb bioterror via,True
"Basildon Council ""Due to essential maintenance work, our emergency out-of-hours telephone number &amp; some website onl… https://t.co/yyJ7E91eVc",0,0,0.8360858183179872,0.16391418168201277,basildon council due essential maintenance work emergency outofhours telephone number amp website onl,True
"[short thread] Modern au #xicheng when they started dating, lxc sends a bouquet of roses and flowers for jc. Cue t… https://t.co/6JIo48Uxc1",0,0,0.9139845727561422,0.0860154272438578,short thread modern au xicheng started dating lxc sends bouquet roses flowers jc cue,True
Rescue dog in city care dies en route to new home during heat wave https://t.co/MdNlMPSa2d,1,0,0.6191410425584483,0.3808589574415517,rescue dog city care dies en route new home heat wave,False
is body bagging barstool hubbs 😂😂😂,0,0,0.8908262078784651,0.10917379212153486,body bagging barstool hubbs,True
"Heartbreaking 💔 On one side of the world we have ice melting like never before, on another we have wild, out of control fires…",1,0,0.7744742253803426,0.22552577461965737,heartbreaking one side world ice melting like never another wild control fires,False
92740768 :Battle ID I need backup! Lvl 120 Grimnir https://t.co/cYTbZTCvJg,0,0,0.9673786226873751,0.03262137731262491,battle id need backup lvl grimnir,True
Exposed #derailed,0,0,0.8732756364327227,0.12672436356727734,exposed derailed,True
Trauma In my ass https://t.co/mQWvU5yYx7,0,0,0.9135834288998405,0.08641657110015954,trauma ass,True
"“Authors of recent Australian ecofiction ... are shifting that traditional bushfire narrative, drawing connections betwe…",0,0,0.8046451582235068,0.19535484177649323,authors recent australian ecofiction shifting traditional bushfire narrative drawing connections betwe,True
Agriculture Minister has ordered subordinates to come up with measures to protect consumers from the prices of farm… https://t.co/WbX74RDF3k,0,0,0.9136195002453081,0.0863804997546919,agriculture minister ordered subordinates come measures protect consumers prices farm,True
faça uma playlist com as letras do seu nome: adore you - harry styles none but jesus - hillsong united more than a… https://t.co/DjNmV4h0eD,0,0,0.8659961998465312,0.1340038001534688,faa uma playlist com letras seu nome adore harry styles none jesus hillsong united,True
Bullying &amp; harassing people who disagree with your candidate’s assessment that a woman can’t beat Trump is not the path…,0,0,0.8987319419187842,0.1012680580812158,bullying amp harassing people disagree candidates assessment woman cant beat trump path,True
my nose is bleeding too wtf 😭,1,0,0.8013378771121913,0.19866212288780874,nose bleeding wtf,False
KANGAROO ISLAND’S UNIQUE WILDLIFE DEVASTATED IN BUSH FIRES – Read more about it on my blog: https://t.co/a2OUQRRuST #B…,0,0,0.7174587583776522,0.2825412416223479,kangaroo islands unique wildlife devastated bush fires read blog b,True
"Something really wishes you wouldn't know: that IAF gross negligence damaged 8 F-16s, compromising a key ele…",0,0,0.9099976908242116,0.09000230917578848,something really wishes wouldnt know iaf gross negligence damaged fs compromising key ele,True
Doge OC or I riot,0,0,0.8699112799159986,0.13008872008400144,doge oc riot,True
"""Can I drive the car?"" No, you're only 7! ""Can I drink a beer?"" No, you're only 7! ""Can I smoke a cigarette?"" No, you're o…",0,0,0.8398939544551446,0.1601060455448554,drive car youre drink beer youre smoke cigarette youre,True
